day,characterId,characterName,mode,actionpointOrder,dialogID,sequenceOrder,triggerOrder,text,pictureId,playerpicture,soundId
1,player,Me,random,,1_ra_10,,0,"(If Julian was really as successful abroad as he claims, why would he come back to our second-tier city to teach middle school English?)",1,,
1,player,Me,random,,1_ra_11,,0,"(*Beyond English, Beyond Yourself.*)",1,,
1,player,Me,random,,1_ra_11,,1,"(Transcend English, transcend yourself.)",1,,
1,player,Me,random,,1_ra_11,,2,"(But when we truly transcend English, what will we use to express our emotions?)",1,,
1,player,Me,random,,1_ra_11,,3,"(And when we truly transcend ourselves, what do we become? Something other than ourselves?)",1,,
1,player,Me,random,,1_ra_13,,0,"(Yuanyuan is still memorizing vocabulary, completely absorbed.)",1,,
1,player,Me,random,,1_ra_13,,1,"(Actually, vocabulary might not even be that important. When you read, you can just substitute words with their first letter.)",1,,
1,player,Me,random,,1_ra_13,,2,"(Mr. J teaches in Y-City, and Ms. Y teaches in J-City. Most nouns in the world are irrelevant. You could replace them with pictures.)",1,,
1,player,Me,random,,1_ra_13,,3,"(Adjectives and adverbs can play a key role, but most of the time, you can do without them. The () Mr. J teaches () in the () Y-City. No one would care.)",1,,
2,player,Me,random,,2_ra_1,,0,(Some dreams do not die when you grow up. They only),1,,
2,player,Me,random,,2_ra_1,,1,(turn into nouns you rarely mention.),1,,
2,player,Me,random,,2_ra_2,,0,(Botanist.),1,,
2,player,Me,random,,2_ra_2,,1,(A job that requires crossing mountains and rivers.),1,,
2,player,Me,random,,2_ra_3,,0,(The age of great global discoveries has already passed.),1,,
2,player,Me,random,,2_ra_3,,1,"(Physics, chemistry, and biology were better suited to the last century, or the century before that.)",1,,
2,player,Me,random,,2_ra_3,,2,(Now those fields only need small repairs.),1,,
2,player,Me,random,,2_ra_4,,0,Is a failed hobby still a hobby?,1,,
2,player,Me,random,,2_ra_5,,0,(I like drawing.),1,,
2,player,Me,random,,2_ra_5,,1,"(But like is a very safe word, because it does not have to become what I want to be in the future.)",1,,
3,player,Me,random,,3_ra_1,,0,"(Come to think of it, Y-City is also a UN livable city.)",1,,
3,player,Me,random,,3_ra_1,,1,"(I do not understand why. If the inspection team had come in summer, they would not have)",1,,
3,player,Me,random,,3_ra_1,,2,(said that.),1,,
3,player,Me,random,,3_ra_2,,0,"(If we are talking about new things in Y-City,)",1,,
3,player,Me,random,,3_ra_2,,1,(then it would probably be H Mall.),1,,
3,player,Me,random,,3_ra_2,,2,(H Mall has some brands you used to only see online.),1,,
3,player,Me,random,,3_ra_2,,3,"(Starbucks, Uniqlo, and Muji are all here.)",1,,
3,player,Me,random,,3_ra_2,,4,"(I do not dislike it either, but after walking around too much, I feel a little lost. After all, we only buy some stationery and leave.)",1,,
3,player,Me,random,,3_ra_2,,5,(But Cici loves browsing places like this and talks about it with great excitement every time.),1,,
3,player,Me,random,,3_ra_3,,0,Why was Linda unable to buy her apple pie?,1,,
3,player,Me,random,,3_ra_3,,1,"(Some things are not missed because I did not try hard enough. It is just that by the time we finally have time,)",1,,
3,player,Me,random,,3_ra_3,,2,(the stall has already closed.),1,,
3,player,Me,random,,3_ra_4,,0,(A tiny miss can lead to a huge mistake.),1,,
3,player,Me,random,,3_ra_5,,0,(Ordinary can also be an adjective.),1,,
3,player,Me,random,,3_ra_6,,0,Julian asks where I usually go after class.,1,,
3,player,Me,random,,3_ra_6,,1,I would say home.,1,,
4,minna,Minna,actionpoint,11,4_ap_11,,0,"Mr. Julian, here is the sign-in sheet.",1,,
4,player,Me,random,,4_ra_1,,0,"Honestly, I do not know how to start writing.",1,,
4,player,Me,random,,4_ra_1,,1,Why do we always have units like this?,1,,
4,player,Me,random,,4_ra_1,,2,Why are there always forms at school asking for household registration and parents' workplaces?,1,,
4,player,Me,random,,4_ra_1,,3,"Even if my parents never said it, I know.",1,,
4,player,Me,random,,4_ra_1,,4,"For workplace, write it truthfully. For occupation, just write employee.",1,,
4,player,Me,random,,4_ra_1,,5,(Writing it this way is always safe. Teachers and classmates will not be able to guess the details.),1,,
4,player,Me,random,,4_ra_2,,0,My father is strict.,1,,
4,player,Me,random,,4_ra_2,,1,He always says he is good at math.,1,,
4,player,Me,random,,4_ra_2,,2,But my math is an absolute mess.,1,,
4,player,Me,random,,4_ra_2,,3,I always calculate things wrong. I do not know why.,1,,
4,player,Me,random,,4_ra_2,,4,Good thing his English is good.,1,,
4,player,Me,random,,4_ra_2,,5,His English is completely awful.,1,,
4,player,Me,random,,4_ra_2,,6,Thinking of that makes me feel much better.,1,,
4,player,Me,random,,4_ra_3,,0,"My mom is supportive, but only of the things she wants to support.",1,,
4,player,Me,random,,4_ra_3,,1,"Doctor, teacher, those are all good occupations.",1,,
4,player,Me,random,,4_ra_4,,0,"If I get the chance, I will become a teacher.",1,,
4,player,Me,random,,4_ra_4,,1,Too many children need my help.,1,,
4,player,Me,random,,4_ra_4,,2,Julian is much more responsible than the teachers at school.,1,,
4,player,Me,random,,4_ra_4,,3,The English teachers at school teach English class in Chinese.,1,,
4,player,Me,random,,4_ra_4,,4,Looking at the answer key is more useful than listening to them...,1,,
4,player,Me,random,,4_ra_5,,0,Why do the texts always have strange relatives?,1,,
5,mom,mom,actionpoint,1,5_ap_1,,0,"Chen Wen, are you up?",1,,
5,player,Me,actionpoint,1,5_ap_1,,1,I am up.,1,,
5,mom,mom,actionpoint,1,5_ap_1,,2,You are not going to class today?,1,,
5,player,Me,actionpoint,1,5_ap_1,,3,Class is cancelled today because of the typhoon.,1,,
5,player,Me,actionpoint,1,5_ap_1,,4,The teacher sent a recording.,1,,
5,player,Me,actionpoint,2,5_ap_2,,0,(Adults seem to have a hard time believing that class cancelled really means class cancelled.),1,,
5,player,Me,actionpoint,2,5_ap_2,,1,(It has to immediately turn into another kind of studying.),1,,
5,mom,mom,actionpoint,3,5_ap_3,,0,What do you want for lunch?,1,,
5,player,Me,actionpoint,3,5_ap_3,,1,Anything is fine.,1,,
5,mom,mom,actionpoint,3,5_ap_3,,2,Anything is fine is hard to make.,1,,
5,mom,mom,actionpoint,4,5_ap_4,,0,"It is already raining, so it is much cooler. Do not keep the air conditioner on all afternoon.",1,,
5,player,Me,actionpoint,4,5_ap_4,,1,Got it.,1,,
5,mom,mom,actionpoint,5,5_ap_5,,0,"Also, do not drag your homework into the evening.",1,,
5,player,Me,actionpoint,5,5_ap_5,,1,"Okay, okay. I am already writing it.",1,,
5,player,Me,actionpoint,6,5_ap_6,,0,Mom is cooking. Her workplace is off today too.,1,,
5,mom,mom,actionpoint,7,5_ap_7,,0,Do not keep looking at your phone.,1,,
5,player,Me,actionpoint,7,5_ap_7,,1,I am asking about homework.,1,,
5,player,Me,actionpoint,8,5_ap_8,,0,(There is the sound of a fan in the living room.),1,,
5,player,Me,actionpoint,9,5_ap_9,,0,(The bookshelf holds all my textbooks from childhood until now.),1,,
5,player,Me,actionpoint,10,5_ap_10,,0,"When we renovated, I asked my parents for this large desk, and they agreed quickly.",1,,
5,player,Me,actionpoint,10,5_ap_10,,1,They were even happy about it.,1,,
5,player,Me,actionpoint,10,5_ap_10,,2,I had hoped the bookshelf would be full of books I liked.,1,,
5,player,Me,actionpoint,10,5_ap_10,,3,But it was quickly filled with textbooks and ugly required reading.,1,,
5,player,Me,actionpoint,11,5_ap_11,,0,Your dad said he might come back later tonight.,1,,
5,mom,mom,actionpoint,11,5_ap_11,,1,Dinner is ready.,1,,
5,player,Me,actionpoint,11,5_ap_11,,2,Coming.,1,,
5,player,Me,actionpoint,12,5_ap_12,,0,"Forget it, let me go eat.",1,,
6,player,Me,random,,6_ra_1,,0,"After the typhoon passed, my mood also improved a lot.",1,,
6,player,Me,random,,6_ra_1,,1,"Seeing everything beaten down equally by the rain, losing its order,",1,,
6,player,Me,random,,6_ra_1,,2,finally let me put down some of the weight in my heart.,1,,
6,player,Me,random,,6_ra_2,,0,There is a small puddle of rainwater on the windowsill. It is slowly drying.,1,,
6,player,Me,random,,6_ra_3,,0,The classroom smells damp.,1,,
6,player,Me,random,,6_ra_4,,0,"Summer is already half over,",1,,
6,player,Me,random,,6_ra_4,,1,"but everything is still at its height, as if it will never end.",1,,
6,player,Me,random,,6_ra_4,,2,Every morning I wake up to inexhaustible sunlight.,1,,
6,player,Me,random,,6_ra_5,,0,Outdoor work can start before the sun comes up and rest at noon.,1,,
6,player,Me,random,,6_ra_5,,1,But indoor work cannot do that.,1,,
6,player,Me,random,,6_ra_5,,2,It can only rely on air conditioning.,1,,
6,player,Me,random,,6_ra_6,,0,Not enough air conditioning is obviously hopeless.,1,,
6,player,Me,random,,6_ra_6,,1,"But too much, like here at Beyond English, is not good either. You have to bring an extra layer when you come in.",1,,
6,player,Me,random,,6_ra_7,,0,Cici is hiding something from me.,1,,
6,player,Me,random,,6_ra_7,,1,That feeling is awful.,1,,
6,player,Me,random,,6_ra_7,,2,She is doing a terrible job pretending otherwise.,1,,
7,,Me,,,7_ra_1,,,如果cici不在了，谁和我一起上学,,,
7,,Me,,,7_ra_2,,,如果cici不在了，谁和我一起放学,,,
7,,Me,,,7_ra_3,,,如果cici不在了，谁和我一起下课,,,
7,,Me,,,7_ra_4,,,如果cici不在了，谁和我一起吃饭,,,
7,,Me,,,7_ra_5,,,……,,,
7,,Me,,,7_ra_6,,,为什么我总是遇不到上进的朋友,,,
7,,？,,,7_ra_6,,,你正是被他们的轻松吸引的,,,
7,,Me,,,7_ra_7,,,为什么我的每一个朋友都生活的很轻松……,,,
7,,Me,,,7_ra_7,,,从没有遇到过需要生死存亡的时刻！,,,
7,,?,,,7_ra_7,,,这何尝不是一种幸福，你应该祝福他们,,,
7,,Me,,,7_ra_8,,,……,,,
7,,Me,,,7_ra_9,,,为什么很贵的补习班不好好上，有这个钱和时间做别的不好吗？,,,
7,,Me,,,7_ra_10,,,为什么要抱怨学习很累？,,,
7,,Me,,,7_ra_10,,,不学习的下场是什么？你们不清楚吗？,,,
7,,？,,,7_ra_10,,,it's ok感到崩溃,,,
7,,？,,,7_ra_10,,,我也曾经这样,,,
