day,characterId,characterName,mode,actionpointOrder,dialogID,sequenceOrder,triggerOrder,text,pictureId,playerpicture,soundId
2,mate,Cici,sequence,,2_seq_6,6,0,Julian's hairstyle makes him look like he is about to take an ID photo.,3,,
2,player,Me,sequence,,2_seq_6,6,1,Hahahaha.,3,,
2,mate,Cici,sequence,,2_seq_7,7,0,His old look was not this exaggerated.,3,,
2,player,Me,sequence,,2_seq_7,7,1,Really?,3,,
2,player,Me,sequence,,2_seq_7,7,2,"(What I did not say was that maybe if it was not exaggerated, no one would believe in his ability.)",3,,
3,mate,Cici,actionpoint,4,3_ap_4,,0,McDonald's suddenly became international.,3,,
3,player,Me,actionpoint,4,3_ap_4,,1,(Laughing.),3,,
3,tutorial,,actionpoint,7,3_ap_7,,0,(Bzzzz.),3,,
3,tutorial,,actionpoint,7,3_ap_7,,1,(Bzzzz.),3,,
3,player,Me,actionpoint,7,3_ap_7,,2,(The phone sound seems to be coming from Cici.),3,,
3,mate,Cici,actionpoint,7,3_ap_7,,3,!,3,,
3,mate,Cici,actionpoint,7,3_ap_7,,4,"Sorry, everyone. I forgot to turn it off...",3,,
3,player,Me,actionpoint,8,3_ap_8,,0,How did you forget to turn it off?,3,,
3,mate,Cici,actionpoint,8,3_ap_8,,1,Uhh...,3,,
3,mate,Cici,actionpoint,8,3_ap_8,,2,I was actually looking up the answer just now.,3,,
3,mate,Cici,actionpoint,8,3_ap_8,,3,Then a news notification popped up. So annoying.,3,,
3,player,Me,actionpoint,9,3_ap_9,,0,What news?,3,,
3,mate,Cici,actionpoint,9,3_ap_9,,1,The meteorological station issued a yellow high-temperature warning. The temperature has already passed 39 degrees.,3,,
3,player,Me,actionpoint,9,3_ap_9,,2,"Come to think of it, it has not rained in a long time.",3,,
3,player,Me,actionpoint,10,3_ap_10,,0,Where are you going to write about?,3,,
3,mate,Cici,actionpoint,10,3_ap_10,,1,I am writing about H Mall.,3,,
3,player,Me,actionpoint,10,3_ap_10,,2,Why?,3,,
3,mate,Cici,actionpoint,10,3_ap_10,,3,Because I like the beanbag sofas inside the most!,3,,
3,player,Me,actionpoint,11,3_ap_11,,0,What word should I use to describe the snack street?,3,,
3,mate,Cici,actionpoint,11,3_ap_11,,1,Noisy.,3,,
3,player,Me,actionpoint,11,3_ap_11,,2,That is not fallen enough.,3,,
3,mate,Cici,actionpoint,11,3_ap_11,,3,Fallen angel! Lucifer.,3,,
3,mate,Cici,sequence,,3_seq_1,1,0,"Speaking of McDonald's, they have a new product.",3,,
3,mate,Cici,sequence,,3_seq_1,1,1,Peach blossom flavored soft serve!,3,,
3,mate,Cici,sequence,,3_seq_1,1,2,But I guess it uses the same recipe as the cherry blossom flavor.,3,,
3,mate,Cici,sequence,,3_seq_1,1,3,They just changed the name and sell it in China.,3,,
3,player,Me,sequence,,3_seq_1,1,4,Let us go eat it after class.,3,,
3,mate,Cici,sequence,,3_seq_1,1,5,"No, no. It is not out yet.",3,,
3,mate,Cici,sequence,,3_seq_1,1,6,It starts selling next week!,3,,
3,mate,Cici,sequence,,3_seq_2,2,0,Julian is actually local.,3,,
3,mate,Cici,sequence,,3_seq_2,2,1,I really do not know why he came back.,3,,
3,player,Me,sequence,,3_seq_2,2,2,It would be pretty nice to retire here.,3,,
3,player,Me,sequence,,3_seq_2,2,3,(I will probably only stay here until I graduate from high school.),3,,
3,player,Me,sequence,,3_seq_2,2,4,(People with promise should leave this place once they go to college.),3,,
3,player,Me,sequence,,3_seq_2,2,5,(I think Cici will be the same. We will probably end up in two huge cities in China.),3,,
4,player,Me,actionpoint,1,4_ap_1,,0,(Today is just as hot. It has not rained at all in the past week.),3,,
4,player,Me,actionpoint,1,4_ap_1,,1,"(Riding a bike in this weather is basically suicide, so even I chose to take the bus.)",3,,
4,player,Me,actionpoint,1,4_ap_1,,2,"Let us go eat ice cream today, Cici.",3,,
4,mate,Cici,actionpoint,1,4_ap_1,,3,"Ugh, I am not really sure.",3,,
4,mate,Cici,actionpoint,1,4_ap_1,,4,Maybe you can go eat first?,3,,
4,player,Me,actionpoint,1,4_ap_1,,5,But the second one is half price.,3,,
4,mate,Cici,actionpoint,1,4_ap_1,,6,How about finding another classmate to go with you?,3,,
4,player,Me,actionpoint,1,4_ap_1,,7,"It is fine. Worst case, I will eat two.",3,,
4,player,Me,actionpoint,2,4_ap_2,,0,But Cici looks fine.,3,,
4,player,Me,actionpoint,2,4_ap_2,,1,I sometimes really envy classmates whose parents pick them up and drop them off.,3,,
4,mate,Cici,actionpoint,2,4_ap_2,,2,Ms. Minna looks very pretty today. Did you see her?,3,,
4,mate,Cici,actionpoint,2,4_ap_2,,3,She changed her hairstyle. She looks very energetic.,3,,
4,player,Me,actionpoint,2,4_ap_2,,4,Not yet. What is it like?,3,,
4,mate,Cici,actionpoint,2,4_ap_2,,5,...,3,,
4,player,Me,actionpoint,6,4_ap_6,,0,Who are you going to write about?,3,,
4,mate,Cici,actionpoint,6,4_ap_6,,1,"My cousin is really annoying, but also cute.",3,,
4,player,Me,actionpoint,6,4_ap_6,,2,What is cute about her?,3,,
4,mate,Cici,actionpoint,6,4_ap_6,,3,She says I am her favorite big sister.,3,,
4,mate,Cici,actionpoint,7,4_ap_7,,0,"Besides my parents and my cousin, you are also a very important person.",3,,
4,player,Me,actionpoint,7,4_ap_7,,1,...,3,,
4,player,Me,actionpoint,7,4_ap_7,,2,(That sounds a little strange.),3,,
4,player,Me,actionpoint,7,4_ap_7,,3,"It is obviously a nice thing to say, but there has to be a comparison...",3,,
4,mate,Cici,actionpoint,7,4_ap_7,,4,...,3,,
4,mate,Cici,actionpoint,7,4_ap_7,,5,Why that face?,3,,
4,mate,Cici,actionpoint,7,4_ap_7,,6,"Family is always the most important, and then it is you.",3,,
4,tutorial,,actionpoint,8,4_ap_8,,0,Bzzzz.,3,,
4,player,Me,actionpoint,8,4_ap_8,,1,Cici's phone lights up again.,3,,
4,mate,Cici,actionpoint,8,4_ap_8,,2,"Sorry, Wenwen.",3,,
4,mate,Cici,actionpoint,8,4_ap_8,,3,I might have to go eat after class.,3,,
4,mate,Cici,actionpoint,8,4_ap_8,,4,Let us go eat ice cream next week!,3,,
4,mate,Cici,sequence,,4_seq_1,1,0,"My dad is a doctor, and my mom is a teacher.",3,,
4,mate,Cici,sequence,,4_seq_1,1,1,What a standard pairing.,3,,
4,player,Me,sequence,,4_seq_1,1,2,Standard answers can argue too.,3,,
4,player,Me,sequence,,4_seq_2,2,0,I really want to just...,3,,
4,mate,Cici,sequence,,4_seq_2,2,1,Just what?,3,,
4,player,Me,sequence,,4_seq_2,2,2,Evaporate.,3,,
5,player,Me,actionpoint,1,5_ap_1,,0,(The typhoon has not really arrived yet.),3,,
5,player,Me,actionpoint,1,5_ap_1,,1,"(Outside the window, it is only very dark. It is afternoon, but the sky is as dark as night.)",3,,
5,player,Me,actionpoint,1,5_ap_1,,2,(It feels a little like the end of the world.),3,,
5,player,Me,actionpoint,2,5_ap_2,,0,Cici always seems indifferent to everything.,3,,
5,player,Me,actionpoint,2,5_ap_2,,1,"Actually, I always feel that with her intelligence, she could get much higher scores.",3,,
5,player,Me,actionpoint,2,5_ap_2,,2,But her mind does not seem to be here.,3,,
5,player,Me,actionpoint,3,5_ap_3,,0,"Yes, I only got into this cram school because I asked through her connections.",3,,
5,player,Me,actionpoint,3,5_ap_3,,1,"She hesitated before agreeing. After that, it was my mom and her mom who handled it.",3,,
5,player,Me,actionpoint,3,5_ap_3,,2,"It was my first time asking someone for help with something, and I felt very embarrassed.",3,,
5,player,Me,actionpoint,4,5_ap_4,,0,"It is already the summer after eighth grade. Once this is over, next year we will take the high school entrance exam.",3,,
5,player,Me,actionpoint,4,5_ap_4,,1,"I want to spend the summer relaxing one last time, but I do not dare slack off.",3,,
5,player,Me,actionpoint,4,5_ap_4,,2,"In the end, I do not rest properly at all. It feels like I am always in class.",3,,
5,player,Me,actionpoint,5,5_ap_5,,0,"They call it a week without class, but I still have other classes to make up.",3,,
5,player,Me,actionpoint,5,5_ap_5,,1,"(Actually, I have math every two days and English once a week.)",3,,
5,player,Me,actionpoint,5,5_ap_5,,2,(There is a faint ring of water on the desk.),3,,
5,player,Me,actionpoint,5,5_ap_5,,3,(It was left there from an iced Coke before.),3,,
5,player,Me,actionpoint,6,5_ap_6,,0,"It does not sound that tiring, but",3,,
5,player,Me,actionpoint,6,5_ap_6,,1,a single two-hour class basically uses up half the day.,3,,
5,player,Me,actionpoint,6,5_ap_6,,2,"For the rest of the day, I still have to find time to finish homework, so",3,,
5,player,Me,actionpoint,6,5_ap_6,,3,"it feels like I am studying all the time,",3,,
5,player,Me,actionpoint,6,5_ap_6,,4,endlessly.,3,,
5,player,Me,actionpoint,10,5_ap_10,,0,A terrible thought flashes through my mind.,3,,
5,player,Me,actionpoint,10,5_ap_10,,1,What if she does not need to think about any of this at all...,3,,
5,player,Me,actionpoint,10,5_ap_10,,2,What if she already has another path...,3,,
5,player,Me,actionpoint,11,5_ap_11,,0,"Forget it, let us go eat.",3,,
5,player,Me,actionpoint,12,5_ap_12,,0,Let us... go eat.,3,,
6,mate,Cici,actionpoint,5,6_ap_5,,0,Isn't news always real?,3,,
6,player,Me,actionpoint,5,6_ap_5,,1,"It feels so artificial, like it was just invented for the exercise.",3,,
6,player,Me,sequence,,6_seq_1,1,0,What did you do after you came back?,3,,
6,mate,Cici,sequence,,6_seq_1,1,1,I was at home.,3,,
6,player,Me,sequence,,6_seq_2,2,0,Did you not say your mom was home too?,3,,
6,mate,Cici,sequence,,6_seq_2,2,1,"Yeah, so I was even more at home.",3,,
6,mate,Cici,sequence,,6_seq_2,2,2,Why are you suddenly checking up on me?,3,,
6,player,Me,sequence,,6_seq_2,2,3,I am not.,3,,
6,player,Me,sequence,,6_seq_2,2,4,(I kind of am.),3,,
6,mate,Cici,sequence,,6_seq_3,3,0,"And later, I went out for a bit.",3,,
6,mate,Cici,sequence,,6_seq_3,3,1,Just... to take care of something.,3,,
6,mate,Cici,sequence,,6_seq_3,3,2,Let us have class first.,3,,
6,player,Me,sequence,,6_seq_3,3,3,(That was supposed to be my line.),3,,
6,player,Me,sequence,,6_seq_4,4,0,...,3,,
6,mate,Cici,sequence,,6_seq_5,5,0,(Laughs.),3,,
6,mate,Cici,sequence,,6_seq_6,6,0,Let us buy ice cream after class.,3,,
6,player,Me,sequence,,6_seq_6,6,1,Are you buying?,3,,
6,mate,Cici,sequence,,6_seq_6,6,2,Why should I?,3,,
6,player,Me,sequence,,6_seq_6,6,3,Because you stood me up before.,3,,
6,mate,Cici,sequence,,6_seq_7,7,0,So you did not go eat afterward?,3,,
6,player,Me,sequence,,6_seq_7,7,1,I am not telling you.,3,,
6,player,Me,sequence,,6_seq_7,7,2,Ice cream is a very temporary thing.,3,,
6,player,Me,sequence,,6_seq_7,7,3,You feel good for a second and then it is gone.,3,,
6,player,Me,sequence,,6_seq_8,8,0,(What's on her mind?),3,,
7,,Cici,,,7_seq_1,,,抱歉cici，我也没想到老师上次下课找我,,,
7,,Me,,,7_seq_1,,,今天我请你吃冰淇淋吧,,,
7,,Cici,,,7_seq_1,,,好吧 就宽宏大量饶了你,,,
7,,Me,,,7_seq_1,,,他找你什么事情啊,,,
7,,Cici,,,7_seq_1,,,说来话长啊,,,
7,mate,Cici,sequence,,7_seq_2,1,0,我可能有机会去 X 市上学。,3,,
7,mate,Me,sequence,,7_seq_2,1,0,X 市？,3,,
7,mate,Cici,sequence,,7_seq_2,2,0,也不一定啦。,3,,
7,mate,Cici,sequence,,7_seq_2,2,0,我妈妈还没有决定好,3,,
7,,Cici,,,7_seq_3,,,你知道吗，Minna 老师好像是 X 市大学生。,,,
7,,Me,,,7_seq_3,,,你怎么知道？,,,
7,,Cici,,,7_seq_3,,,她包上有校徽，我见过。,,,
7,,Cici,,,7_seq_4,,,CICi手机震了一下。）,,,
7,,Cici,,,7_seq_4,,,不好意思。,,,
7,,Me,,,7_seq_4,,,……,,,
7,,Me,,,7_seq_4,,,她还是没那么课堂纪律,,,
7,,Me,,,7_seq_4,,,为什么……,,,
7,,Cici,,,7_seq_5,,,文,,,
7,,Cici,,,7_seq_5,,,你还好吗……,,,
7,mate,Cici,sequence,,7_seq_6,6,0,对不起我不应该现在和你说这个事情的,3,,
7,,Cici,,,7_seq_6,,,还没确定呢，我明年大概率还在这里……,,,
7,,Cici,,,7_seq_6,,,下课在和你说吧好吗,,,
8,mate,Cici,sequence,,8_seq_1,1,0,8_seq_1,3,,
8,mate,Cici,sequence,,8_seq_2,2,0,8_seq_2,3,,
8,mate,Cici,sequence,,8_seq_3,3,0,8_seq_3,3,,
8,mate,Cici,sequence,,8_seq_4,4,0,8_seq_4,3,,
8,mate,Cici,sequence,,8_seq_5,5,0,8_seq_5,3,,
8,mate,Cici,sequence,,8_seq_6,6,0,8_seq_6,3,,
8,mate,Cici,sequence,,8_seq_7,7,0,8_seq_7,3,,
8,mate,Cici,sequence,,8_seq_8,8,0,8_seq_8,3,,
8,mate,Cici,sequence,,8_seq_9,9,0,8_seq_9,3,,
8,mate,Cici,sequence,,8_seq_10,10,0,8_seq_10,3,,
8,mate,Cici,sequence,,8_seq_11,11,0,8_seq_11,3,,
8,mate,Cici,sequence,,8_seq_12,12,0,8_seq_12,3,,
8,mate,Cici,sequence,,8_seq_13,13,0,8_seq_13,3,,
8,mate,Cici,sequence,,8_seq_14,14,0,8_seq_14,3,,
8,mate,Cici,sequence,,8_seq_15,15,0,8_seq_15,3,,
8,mate,Cici,sequence,,8_seq_16,16,0,8_seq_16,3,,
9,mate,Cici,sequence,,9_seq_1,1,0,9_seq_1,3,,
9,mate,Cici,sequence,,9_seq_2,2,0,9_seq_2,3,,
9,mate,Cici,sequence,,9_seq_3,3,0,9_seq_3,3,,
9,mate,Cici,sequence,,9_seq_4,4,0,9_seq_4,3,,
9,mate,Cici,sequence,,9_seq_5,5,0,9_seq_5,3,,
9,mate,Cici,sequence,,9_seq_6,6,0,9_seq_6,3,,
9,mate,Cici,sequence,,9_seq_7,7,0,9_seq_7,3,,
9,mate,Cici,sequence,,9_seq_8,8,0,9_seq_8,3,,
9,mate,Cici,sequence,,9_seq_9,9,0,9_seq_9,3,,
9,mate,Cici,sequence,,9_seq_10,10,0,9_seq_10,3,,
9,mate,Cici,sequence,,9_seq_11,11,0,9_seq_11,3,,
9,mate,Cici,sequence,,9_seq_12,12,0,9_seq_12,3,,
9,mate,Cici,sequence,,9_seq_13,13,0,9_seq_13,3,,
9,mate,Cici,sequence,,9_seq_14,14,0,9_seq_14,3,,
9,mate,Cici,sequence,,9_seq_15,15,0,9_seq_15,3,,
9,mate,Cici,sequence,,9_seq_16,16,0,9_seq_16,3,,
