day,characterId,characterName,mode,actionpointOrder,dialogID,sequenceOrder,triggerOrder,text,pictureId,playerpicture,soundId
2,player,Me,actionpoint,1,2_ap_1,,3,"(Good thing I read it on the way here, even if it was rushed.)",3,1,
2,teacher,Julian,actionpoint,2,2_ap_2,,1,Today we talk about hobbies.,4,,
2,teacher,Julian,actionpoint,2,2_ap_2,,2,Hobbies make your life colorful.,4,,
2,teacher,Julian,actionpoint,2,2_ap_2,,3,A hobby can help you one day.,4,,
2,teacher,Julian,actionpoint,2,2_ap_2,,4,"Not in a practical, worldly sense, but in life.",4,,
2,teacher,Julian,actionpoint,3,2_ap_3,,1,"Open Lesson Two, The Dead Plants Expert.",4,,
2,teacher,Julian,actionpoint,3,2_ap_3,,2,Read the passage and answer the question.,4,,
2,teacher,Julian,actionpoint,3,2_ap_3,,3,How did Alan's failed hobby help him in the classroom?,4,,
2,teacher,Julian,actionpoint,4,2_ap_4,,1,Look at your textbook. Prepare to answer.,4,,
2,teacher,Julian,actionpoint,5,2_ap_5,,1,"Wen, look at the passage. Find evidence.",4,,
2,teacher,Julian,actionpoint,6,2_ap_6,,1,All right. Everyone should be done reading.,4,,
2,teacher,Julian,actionpoint,6,2_ap_6,,2,Alan wished to become a botanist.,4,,
2,teacher,Julian,actionpoint,6,2_ap_6,,3,But he was a hopeless gardener.,4,,
2,teacher,Julian,actionpoint,7,2_ap_7,,1,"Too much water, poor drainage, root decay.",4,,
2,teacher,Julian,actionpoint,7,2_ap_7,,2,The rubber plant was dying.,4,,
2,teacher,Julian,actionpoint,7,2_ap_7,,3,"Everyone, tell us what hobbies you have.",4,,
2,classmate,classmate,actionpoint,8,2_ap_8,,1,"Teacher, can K-pop count as a hobby?",3,,
2,classmate,classmate,actionpoint,8,2_ap_8,,2,(Everyone laughs.),3,,
2,teacher,Julian,actionpoint,8,2_ap_8,,3,K-pop is also a very good way to learn English.,4,,
2,classmate,classmate,actionpoint,8,2_ap_8,,4,"Teacher, that is Korean.",3,,
2,teacher,Julian,actionpoint,8,2_ap_8,,5,Language is connected.,4,,
2,teacher,Julian,actionpoint,8,2_ap_8,,6,(Laughter fills the classroom.),4,,
2,teacher,Julian,actionpoint,9,2_ap_9,,1,"All right, everyone. Discuss it, then write three sentences about your hobby.",4,,
2,teacher,Julian,actionpoint,10,2_ap_10,,1,Talk. Open your mouth! English gets better the more you speak.,4,,
2,teacher,Julian,actionpoint,10,2_ap_10,,2,No Chinese!,4,,
2,teacher,Julian,actionpoint,11,2_ap_11,,1,All right. Today's class should be ending now.,4,,
2,teacher,Julian,actionpoint,11,2_ap_11,,2,English gets better the more you speak!,4,,
2,teacher,Julian,actionpoint,11,2_ap_11,,3,"When I studied abroad, I had to speak English every day.",4,,
2,player,Me,actionpoint,11,2_ap_11,,4,(Wasn't that inevitable...),3,1,
2,teacher,Julian,actionpoint,11,2_ap_11,,5,Do not be shy. Just try!,4,,
2,teacher,Julian,actionpoint,11,2_ap_11,,6,"Next time, observe your city.",4,,
2,teacher,Julian,actionpoint,11,2_ap_11,,7,We will talk about places around us.,4,,
2,teacher,Julian,actionpoint,12,2_ap_12,,1,"After class, do not forget to find Ms. Minna and fill out a form.",4,,
3,teacher,Julian,actionpoint,1,3_ap_1,,1,"Good afternoon, everyone!",4,,
3,teacher,Julian,actionpoint,1,3_ap_1,,2,Did you practice English at home?,4,,
3,player,Me,actionpoint,1,3_ap_1,,3,I watched quite a few English videos.,3,1,
3,teacher,Julian,actionpoint,1,3_ap_1,,4,"Not bad, Wen. That is also a way to practice.",4,,
3,teacher,Julian,actionpoint,1,3_ap_1,,5,"Were they original videos, or videos with subtitles?",4,,
3,player,Me,actionpoint,1,3_ap_1,,6,With subtitles.,3,1,
3,teacher,Julian,actionpoint,1,3_ap_1,,7,"Haha. When I was learning English, I would first listen to the original audio once and write down what I heard.",4,,
3,teacher,Julian,actionpoint,1,3_ap_1,,8,"Then I would try to dictate it from memory, compare it, and revise it.",4,,
3,teacher,Julian,actionpoint,1,3_ap_1,,9,You can all try it too! It is very helpful for listening and writing!,4,,
3,teacher,Julian,actionpoint,1,3_ap_1,,10,"Today, we will look at places around us.",4,,
3,teacher,Julian,actionpoint,2,3_ap_2,,1,"Y-City is my hometown. I left to study, and now I have come back.",4,,
3,teacher,Julian,actionpoint,2,3_ap_2,,2,"Y-City may be small, but every place has a story, right?",4,,
3,teacher,Julian,actionpoint,2,3_ap_2,,3,What is your favorite place here?,4,,
3,player,Me,actionpoint,2,3_ap_2,,4,...,3,1,
3,teacher,Julian,actionpoint,3,3_ap_3,,1,"Park, museum, university, shopping mall.",4,,
3,classmate,classmate,actionpoint,3,3_ap_3,,2,Does McDonald's count?,3,,
3,teacher,Julian,actionpoint,3,3_ap_3,,3,Of course. Global brand.,4,,
3,teacher,Julian,actionpoint,4,3_ap_4,,1,"Read Lesson Three, The Holiday Treat.",4,,
3,teacher,Julian,actionpoint,4,3_ap_4,,2,Why was Linda unable to buy her apple pie?,4,,
3,teacher,Julian,actionpoint,5,3_ap_5,,1,"Wen, look at the passage.",4,,
3,player,Me,actionpoint,6,3_ap_6,,1,(Julian looks out the window.),3,1,
3,player,Me,actionpoint,6,3_ap_6,,2,"(At noon in the Children's Palace, the sun-bleached garden is completely still. There are only dried-out plants.)",3,1,
3,teacher,Julian,actionpoint,7,3_ap_7,,1,"All right, let us ask a student to answer this question.",4,,
3,tutorial,,actionpoint,7,3_ap_7,,2,(Bzzzz.),4,,
3,tutorial,,actionpoint,7,3_ap_7,,3,(Bzzzz.),4,,
3,player,Me,actionpoint,7,3_ap_7,,4,Whose phone is ringing?,3,1,
3,teacher,Julian,actionpoint,8,3_ap_8,,1,Remember to turn it off next time.,4,,
3,teacher,Julian,actionpoint,8,3_ap_8,,2,"When I studied abroad, classes were also very free.",4,,
3,teacher,Julian,actionpoint,8,3_ap_8,,3,"Some students even had to raise their hands to use the bathroom! In my class, you do not have to. Just go out.",4,,
3,teacher,Julian,actionpoint,8,3_ap_8,,4,You are middle school students now.,4,,
3,teacher,Julian,actionpoint,8,3_ap_8,,5,But you still need to focus in class.,4,,
3,teacher,Julian,actionpoint,9,3_ap_9,,1,"Come on, describe your favorite place in Y-City.",4,,
3,classmate,classmate,actionpoint,9,3_ap_9,,2,Can I write my bed?,3,,
3,player,Me,actionpoint,9,3_ap_9,,3,(Laughing.),3,1,
3,teacher,Julian,actionpoint,9,3_ap_9,,4,If you can make it meaningful.,4,,
3,teacher,Julian,actionpoint,10,3_ap_10,,1,"Do not use very good. Use charming, crowded, ordinary.",4,,
3,teacher,Julian,actionpoint,11,3_ap_11,,1,"Y-City may be small, but every place has a story.",4,,
3,teacher,Julian,actionpoint,12,3_ap_12,,1,"Okay, time is up.",4,,
3,teacher,Julian,actionpoint,12,3_ap_12,,2,Homework. Write about a place around you.,4,,
4,player,Me,actionpoint,1,4_ap_1,,1,(Today is just as hot. It has not rained at all in the past week.),3,1,
4,player,Me,actionpoint,1,4_ap_1,,2,"(Riding a bike in this weather is basically suicide, so even I chose to take the bus.)",3,1,
4,player,Me,actionpoint,1,4_ap_1,,3,(But Julian is still dressed in a full suit.),3,1,
4,teacher,Julian,actionpoint,1,4_ap_1,,4,"Hello, class.",4,,
4,teacher,Julian,actionpoint,2,4_ap_2,,1,Is everyone here?,4,,
4,teacher,Julian,actionpoint,2,4_ap_2,,2,"Okay, let us begin our lesson.",4,,
4,teacher,Julian,actionpoint,3,4_ap_3,,1,Ahem.,4,,
4,teacher,Julian,actionpoint,3,4_ap_3,,2,I will continue after everyone quiets down.,4,,
4,teacher,Julian,actionpoint,4,4_ap_4,,1,"Today, My Family.",4,,
4,teacher,Julian,actionpoint,4,4_ap_4,,2,Do not underestimate this topic.,4,,
4,teacher,Julian,actionpoint,4,4_ap_4,,3,"When you are abroad, it is very important to know how to introduce yourself and others.",4,,
4,teacher,Julian,actionpoint,4,4_ap_4,,4,"Foreign countries are commercial societies, and they care a lot about interpersonal communication.",4,,
4,teacher,Julian,actionpoint,4,4_ap_4,,5,"If you do not take the initiative, opportunities will become someone else's.",4,,
4,teacher,Julian,actionpoint,4,4_ap_4,,6,Do not be shy!,4,,
4,teacher,Julian,actionpoint,5,4_ap_5,,1,Write about one person important to you. Not necessarily family.,4,,
4,player,Me,actionpoint,5,4_ap_5,,2,(This prompt suddenly became much wider.),3,1,
4,player,Me,actionpoint,5,4_ap_5,,3,Cici.,3,1,
4,player,Me,actionpoint,5,4_ap_5,,4,(Cici is my only and best friend.),3,1,
4,player,Me,actionpoint,5,4_ap_5,,5,"(I can talk to other classmates, of course. We say hi when we see each other.)",3,1,
4,player,Me,actionpoint,5,4_ap_5,,6,(But if I can see my dearest Cici at school every day...),3,1,
4,player,Me,actionpoint,5,4_ap_5,,7,(and do everything together with her...),3,1,
4,player,Me,actionpoint,5,4_ap_5,,8,(I feel like I look forward to coming to school every day.),3,1,
4,player,Me,actionpoint,5,4_ap_5,,9,(I think it is the same for her.),3,1,
4,teacher,Julian,actionpoint,6,4_ap_6,,1,Just describe it honestly.,4,,
4,teacher,Julian,actionpoint,7,4_ap_7,,1,"If you do not have inspiration, you can look at the text.",4,,
4,player,Me,actionpoint,8,4_ap_8,,1,"(Julian walks around, stopping from time to time to look at what the students are writing.)",3,1,
4,teacher,Julian,actionpoint,9,4_ap_9,,1,"What is it, Cici?",4,,
4,teacher,Julian,actionpoint,9,4_ap_9,,2,Your parent is already here to pick you up? Then go tell Ms. Minna.,4,,
4,teacher,Julian,actionpoint,9,4_ap_9,,3,"Okay, goodbye!",4,,
4,teacher,Julian,actionpoint,10,4_ap_10,,1,"Occupation, personality, one small incident; any of these will do. Write honestly.",4,,
4,player,Me,actionpoint,10,4_ap_10,,2,(My parents...),3,1,
4,player,Me,actionpoint,10,4_ap_10,,3,(are employees at a state-owned enterprise.),3,1,
4,player,Me,actionpoint,10,4_ap_10,,4,"(My father is fairly humorous, and my mother is very optimistic.)",3,1,
4,teacher,Julian,actionpoint,11,4_ap_11,,1,"What is it, Ms. Minna?",4,,
4,player,Me,actionpoint,11,4_ap_11,,2,(Ms. Minna walks in quickly with a sign-in sheet.),3,1,
4,player,Me,actionpoint,11,4_ap_11,,3,"She really did style herself today, with her hair pinned up by a delicate hairpin.",3,1,
4,teacher,Julian,actionpoint,12,4_ap_12,,1,"Thank you, Minna. Then class is dismissed for today. Everyone, please come to the front and sign in.",4,,
4,player,Me,actionpoint,12,4_ap_12,,2,"(Everyone rushes forward, all wanting to leave early.)",3,1,
4,player,Me,actionpoint,12,4_ap_12,,3,(Cici has already gone home. Am I going to eat ice cream alone?),3,1,
4,player,Me,actionpoint,12,4_ap_12,,4,"(But with a buy-one-get-one deal, buying only one always feels like a loss.)",3,1,
5,message,message,actionpoint,1,5_ap_1,,1,Class was cancelled because of the typhoon.,4,,
5,teacher,Julian,actionpoint,1,5_ap_1,,2,Please study at home.,4,,
5,teacher,Julian,actionpoint,1,5_ap_1,,3,Weather is also a lesson.,4,,
5,teacher,Julian,actionpoint,1,5_ap_1,,4,"Typhoon, thunderstorm, emergency.",4,,
5,teacher,Julian,actionpoint,1,5_ap_1,,5,Typhoon is the same in Chinese and English.,4,,
5,teacher,Julian,actionpoint,1,5_ap_1,,6,That is why I say English is simple.,4,,
5,player,Me,actionpoint,1,5_ap_1,,7,"(Even at a time like this, the teacher is still thinking about studying.)",3,1,
5,player,Me,actionpoint,1,5_ap_1,,8,(I have to admit Julian is really dedicated.),3,1,
5,mate,Cici,actionpoint,2,5_ap_2,,1,Class really is cancelled.,3,,
5,player,Me,actionpoint,2,5_ap_2,,2,Yeah!,3,1,
5,mate,Cici,actionpoint,2,5_ap_2,,3,So what are you doing now?,3,,
5,player,Me,actionpoint,2,5_ap_2,,4,(I look at the workbook spread open on my desk.),3,1,
5,player,Me,actionpoint,2,5_ap_2,,5,I am going to do some math homework.,3,1,
5,player,Me,actionpoint,2,5_ap_2,,6,I still have an online class tomorrow.,3,1,
5,teacher,Julian,actionpoint,3,5_ap_3,,1,Do not waste your day.,4,,
5,teacher,Julian,actionpoint,3,5_ap_3,,2,A good student can learn anywhere.,4,,
5,player,Me,actionpoint,4,5_ap_4,,1,What about you? Where are you?,3,1,
5,mate,Cici,actionpoint,4,5_ap_4,,2,I escaped overnight.,3,,
5,mate,Cici,actionpoint,4,5_ap_4,,3,"Since there is no class, we went to N-City.",3,,
5,mate,Cici,actionpoint,4,5_ap_4,,4,We are visiting my uncle.,3,,
5,mate,Cici,actionpoint,4,5_ap_4,,5,He works in education and training.,3,,
5,player,Me,actionpoint,5,5_ap_5,,1,Is that a cram school?,3,1,
5,player,Me,actionpoint,5,5_ap_5,,2,"Speaking of that, why do you not take classes there?",3,1,
5,mate,Cici,actionpoint,5,5_ap_5,,3,He is in N-City. It is too far.,3,,
5,mate,Cici,actionpoint,5,5_ap_5,,4,He recommended his college classmate Julian to me.,3,,
5,mate,Cici,actionpoint,5,5_ap_5,,5,He probably still does not know that Julian's teaching style has become completely innovative.,3,,
5,player,Me,actionpoint,5,5_ap_5,,6,Hahaha.,3,1,
5,mate,Cici,actionpoint,6,5_ap_6,,1,"Actually, it is raining here too.",3,,
5,mate,Cici,actionpoint,6,5_ap_6,,2,I miss you.,3,,
5,message,message,actionpoint,7,5_ap_7,,1,Tomorrow's class schedule is pending notice.,4,,
5,teacher,Julian,actionpoint,7,5_ap_7,,2,"Stay safe, everyone.",4,,
5,player,Me,actionpoint,8,5_ap_8,,1,What if class is cancelled tomorrow too?,3,1,
5,mate,Cici,actionpoint,8,5_ap_8,,2,Then come to my house?,3,,
5,mate,Cici,actionpoint,8,5_ap_8,,3,Wait for me to come back!,3,,
5,player,Me,actionpoint,9,5_ap_9,,1,"(I type a few words, then delete them.)",3,1,
5,player,Me,actionpoint,10,5_ap_10,,1,(She is probably busy and does not want to chat anymore.),3,1,
5,player,Me,actionpoint,11,5_ap_11,,1,"(For some reason, today's homework is especially hard to do. I cannot focus on English for a long time.)",3,1,
5,player,Me,actionpoint,12,5_ap_12,,1,(The wind suddenly rises. A storm is coming.),3,1,
5,player,Me,actionpoint,12,5_ap_12,,2,"(The trees outside the window lower their heads, and all their leaves flip over with a rustle.)",3,1,
5,player,Me,actionpoint,12,5_ap_12,,3,"(Trees cannot pull their hands back, so they can only begin to dance slowly.)",3,1,
5,player,Me,actionpoint,12,5_ap_12,,4,(Only then do I realize with surprise),3,1,
5,player,Me,actionpoint,12,5_ap_12,,5,it is also a soft living thing.,3,1,
6,teacher,Julian,actionpoint,1,6_ap_1,,1,"(After the typhoon, the sunlight grew strong again, as if nothing had happened.)",4,,
6,teacher,Julian,actionpoint,1,6_ap_1,,2,"(Except for the branches on the road, the puddles, and the fallen billboards.)",4,,
6,teacher,Julian,actionpoint,1,6_ap_1,,3,(They announced that it had been here.),4,,
6,teacher,Julian,actionpoint,1,6_ap_1,,4,(Summer still went on recklessly.),4,,
6,teacher,Julian,actionpoint,2,6_ap_2,,1,"Glad to see you all again,",4,,
6,teacher,Julian,actionpoint,2,6_ap_2,,2,Did everyone review and preview over the weekend?,4,,
6,player,Me,actionpoint,2,6_ap_2,,3,(A ripple of quiet laughter passes through the class.),3,,
6,teacher,Julian,actionpoint,2,6_ap_2,,4,"Fine, I understand. Let's begin our lesson.",4,,
6,teacher,Julian,actionpoint,3,6_ap_3,,1,Today we are going to talk about the Global Village.,4,,
6,teacher,Julian,actionpoint,3,6_ap_3,,2,The world is connected.,4,,
6,teacher,Julian,actionpoint,3,6_ap_3,,3,I have an international newspaper here. Pass it around and take a look.,4,,
6,player,Me,actionpoint,4,6_ap_4,,1,"Europe, refugees, Obama.",3,,
6,player,Me,actionpoint,4,6_ap_4,,2,"War, the United Nations.",3,,
6,player,Me,actionpoint,4,6_ap_4,,3,"Concerts, sports.",3,,
6,player,Me,actionpoint,4,6_ap_4,,4,Traditional Chinese culture going global. Every English-learning newspaper has this kind of content...,3,,
6,player,Me,actionpoint,4,6_ap_4,,5,Are these all real?,3,,
6,teacher,Julian,actionpoint,5,6_ap_5,,1,"Global village means we live together, even far away.",4,,
6,teacher,Julian,actionpoint,5,6_ap_5,,2,"When I studied abroad, everyone had style.",4,,
6,teacher,Julian,actionpoint,5,6_ap_5,,3,Foreigners will not be polite with you about that.,4,,
6,classmate,classmate,actionpoint,5,6_ap_5,,4,"Teacher, what was your style?",3,,
6,teacher,Julian,actionpoint,5,6_ap_5,,5,Confidence.,4,,
6,classmate,classmate,actionpoint,6,6_ap_6,,1,"Teacher, which country did you actually study in before?",3,,
6,teacher,Julian,actionpoint,6,6_ap_6,,2,That is a very good question. Studying abroad is not just a location; it is a state of being.,4,,
6,teacher,Julian,actionpoint,6,6_ap_6,,3,"When you truly open your mind, everywhere is abroad.",4,,
6,teacher,Julian,actionpoint,7,6_ap_7,,1,I have gone off topic. Now let's read the text.,4,,
6,teacher,Julian,actionpoint,7,6_ap_7,,2,This passage is about cultural misunderstanding.,4,,
6,teacher,Julian,actionpoint,7,6_ap_7,,3,The traveler learned bonjour and merci before Paris.,4,,
6,teacher,Julian,actionpoint,8,6_ap_8,,1,"Before Rome, he learned buongiorno and grazie.",4,,
6,teacher,Julian,actionpoint,8,6_ap_8,,2,"But when he left the plane, he opened the wrong page and said thank you.",4,,
6,teacher,Julian,actionpoint,9,6_ap_9,,1,"Before Rome, he learned buongiorno and grazie.",4,,
6,teacher,Julian,actionpoint,10,6_ap_10,,1,"All right, I will ask a student to answer. You.",4,,
6,teacher,Julian,actionpoint,10,6_ap_10,,2,Why was the flight attendant surprised?,4,,
6,classmate,classmate,actionpoint,10,6_ap_10,,3,B,3,,
6,teacher,Julian,actionpoint,10,6_ap_10,,4,Because a traveller may cross many borders and still have no language that truly belongs to him.,4,,
6,teacher,Julian,actionpoint,10,6_ap_10,,5,"No, that is not right.",4,,
6,teacher,Julian,actionpoint,11,6_ap_11,,1,"Because he used two different languages, but neither was Italian.",4,,
6,teacher,Julian,actionpoint,11,6_ap_11,,2,Why? Let us look at the second paragraph.,4,,
6,teacher,Julian,actionpoint,12,6_ap_12,,1,"Students, you all must study hard.",4,,
6,teacher,Julian,actionpoint,12,6_ap_12,,2,Look at the words on the wall.,4,,
6,teacher,Julian,actionpoint,12,6_ap_12,,3,Beyond English lets every child move toward a wider world.,4,,
6,teacher,Julian,actionpoint,12,6_ap_12,,4,"In the future, you will definitely go to places all over the world.",4,,
6,teacher,Julian,actionpoint,12,6_ap_12,,5,You cannot live forever in your own little city.,4,,
6,teacher,Julian,actionpoint,12,6_ap_12,,6,Learning English well is the first step.,4,,
6,teacher,Julian,actionpoint,12,6_ap_12,,7,Class dismissed!,4,,
6,teacher,Julian,actionpoint,12,6_ap_12,,8,"Cici, come see me after class.",4,,
6,player,Me,actionpoint,12,6_ap_12,,9,......,3,,
7,teacher,Julian,actionpoint,1,7_ap_1,,1,好的大家,4,,
,,Julian,,1,,,,今天是最后一堂上课了,,,
,,Julian,,1,,,,下一周我们考试,,,
,,Me,,1,,,,哎,,,
,,Julian,,1,,,,不用担心，考的都是上课讲的,,,
,,Julian,,1,,,,认真听过的同学10分钟就能写好,,,
,,Julian,,2,,,,暑假也快结束了，你们感觉如何,,,
,,classmate,,2,,,,太短啦！,,,
,,Julian,,2,,,,是啊人生苦短啊,,,
,,Julian,,2,,,,感觉我前两天还在大学校园里,,,
,,Julian,,2,,,,现在却已经教了快5年书了,,,
7,teacher,Julian,actionpoint,3,7_ap_2,,1,"Today, 我们来看Future Plans.",4,,
,,Julian,,3,,,,"First, read A Perfect Sunday.",,,
,,Julian,,3,,,,Henry made a perfect plan for Sunday.<br,,,
7,teacher,Julian,actionpoint,3,7_ap_3,,1,"He would get up early, run, read, tidy his room, and see a film.",4,,
7,teacher,Julian,actionpoint,4,7_ap_4,,1,"Unfortunately, the alarm clock did not ring.",4,,
,,Julian,,4,,,,"By six o'clock, nearly everything on the list had been done.",,,
,,Julian,,4,,,,过去完成时，had been done。,,,
,,Me,,4,,,,had been done。,,,
7,teacher,Julian,actionpoint,5,7_ap_5,,1,现在进行时ing,4,,
,,Me,,5,,,,ing,,,
7,teacher,Julian,actionpoint,6,7_ap_6,,1,将来完成时 will have done,4,,
,,Me,,6,,,,will have done,,,
7,teacher,？,actionpoint,7,7_ap_7,,1,你的未来计划是什么，wenwen,4,,
,,Me,,7,,,,好好学习考上Y中学,,,
,,Me,,7,,,,这不是我的梦想，但是是一切好的开始的前提,,,
,,？,,7,,,,祝你实现梦想,,,
7,teacher,Julian,actionpoint,8,7_ap_8,,1,那么cici呢，你来说说,4,,
,,？,,8,,,,（cici从千万个梦想中选择了一个，朴素美好，,,,
,,Me,,8,,,,（与我无关。,,,
7,teacher,Julian,actionpoint,9,7_ap_9,,1,啊 谢谢minna老师，,4,,
,,Julian,,9,,,,"By the way, what is your future plan, Miss Minna?",,,
,,？,,9,,,,minna老师计划在这里实习，然后去全世界各地做老师，再也不回来,,,
,,Julian,,9,,,,祝你成功！,,,
,,Me,,9,,,,祝她成功,,,
7,teacher,？,actionpoint,10,7_ap_10,,1,Julian老师的梦想是什么,4,,
,,Julian,,10,,,,让每一个孩子,,,
,,Julian,,10,,,,至少是我的学生,,,
,,Julian,,10,,,,超越英语，超越自己,,,
,,Me,,10,,,,祝你成功！,,,
7,teacher,Julian,actionpoint,11,7_ap_11,,1,Wenwen？,4,,
,,Julian,,11,,,,你傻笑什么呢，给大家分享一下吧,,,
7,teacher,Julian,actionpoint,11,7_ap_12,,1,你的梦想是什么,4,,
,,Me,,11,,,,beyond,,,
,,Julian,,11,,,,什么beyond,,,
,,Me,,11,,,,go beyond,,,
,,Julian,,11,,,,go beyond what?,,,
,,Me,,11,,,,whatever,,,
,,Julian,,11,,,,你这是偷懒的回答,,,
7,teacher,Julian,actionpoint,12,7_ap_12,,1,下课了，没有把握的同学记得好好复习啊,4,,
,,Julian,,12,,,,下次是我们最后一节课,,,
,,Julian,,12,,,,wen，你过来一下,,,
8,teacher,Julian,actionpoint,1,8_ap_1,,1,大家好，欢迎来到最后一课,4,,
8,teacher,Julian,actionpoint,2,8_ap_1,,,不要害怕，考试只是检验你们学习成果的一个方法,,,
8,teacher,Julian,actionpoint,3,8_ap_1,,,更重要的是，你有没有更好的用英语交流，思考？,,,
8,teacher,Julian,actionpoint,4,8_ap_1,,,试卷已经在你们手里了，,,,
8,teacher,Julian,actionpoint,5,8_ap_1,,,不能看书不能看手机，开始做吧！,,,
8,teacher,Julian,actionpoint,2,8_ap_2,,1,时间不限，做好了就可以交卷,4,,
8,teacher,Julian,actionpoint,3,8_ap_3,,1,我在上面看的清清楚楚，不要翻书哦,4,,
8,teacher,Julian,actionpoint,4,8_ap_4,,1,其实很简单的，只要上课认知听过,4,,
8,teacher,Julian,actionpoint,5,8_ap_5,,1,Please be quiet. ,4,,
